set auto mode enabled;false
set values;;highpower A1;;highpower A2;;highpower A3;;highpower A4;;highpower A5;;highpower A6;;highpower B1;;highpower B2;;highpower B3;;highpower B4;;highpower B5;;highpower B6;;highpower C1;;highpower C2;;highpower C3;;highpower C4;;highpower C5;;highpower C6;;highpower D1;;highpower D2;;highpower D3;;highpower D4;;highpower D5;;highpower D6;;humidity clean air;;humidity reactor;mf A1;mf A2;mf A3;mf A4;mf A5;mf A6;mf B1;mf B2;mf B3;mf B4;mf B5;mf B6;mf C1;mf C2;mf C3;mf C4;mf C5;mf C6;mf D1;mf D2;mf D3;mf D4;mf D5;mf D6;mf clean air;mf reactor;total mf amount;;;;temp cabinet;;;;temp reactor;;
;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;85.0;;85.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;1000.0;650.0;1030.0;;;;37.0;;;;38.0;;
Id;sDateTime;highpower A1 [VOLTAGE_V];highpower enabled A1;highpower A2 [VOLTAGE_V];highpower enabled A2;highpower A3 [VOLTAGE_V];highpower enabled A3;highpower A4 [VOLTAGE_V];highpower enabled A4;highpower A5 [VOLTAGE_V];highpower enabled A5;highpower A6 [VOLTAGE_V];highpower enabled A6;highpower B1 [VOLTAGE_V];highpower enabled B1;highpower B2 [VOLTAGE_V];highpower enabled B2;highpower B3 [VOLTAGE_V];highpower enabled B3;highpower B4 [VOLTAGE_V];highpower enabled B4;highpower B5 [VOLTAGE_V];highpower enabled B5;highpower B6;highpower enabled B6;highpower C1 [VOLTAGE_V];highpower enabled C1;highpower C2 [VOLTAGE_V];highpower enabled C2;highpower C3 [VOLTAGE_V];highpower enabled C3;highpower C4 [VOLTAGE_V];highpower enabled C4;highpower C5 [VOLTAGE_V];highpower enabled C5;highpower C6 [VOLTAGE_V];highpower enabled C6;highpower D1 [VOLTAGE_V];highpower enabled D1;highpower D2 [VOLTAGE_V];highpower enabled D2;highpower D3 [VOLTAGE_V];highpower enabled D3;highpower D4 [VOLTAGE_V];highpower enabled D4;highpower D5 [VOLTAGE_V];highpower enabled D5;highpower D6 [VOLTAGE_V];highpower enabled D6;humidity clean air [PERCENTRF];humidity inlet [PERCENTRF];humidity reactor [PERCENTRF];massflow A1 [MASSFLOW_ml/min];massflow A2 [MASSFLOW_ml/min];massflow A3 [MASSFLOW_ml/min];massflow A4 [MASSFLOW_ml/min];massflow A5 [MASSFLOW_ml/min];massflow A6 [MASSFLOW_ml/min];massflow B1 [MASSFLOW_ml/min];massflow B2 [MASSFLOW_ml/min];massflow B3 [MASSFLOW_ml/min];massflow B4 [MASSFLOW_ml/min];massflow B5 [MASSFLOW_ml/min];massflow B6 [MASSFLOW_ml/min];massflow C1 [MASSFLOW_ml/min];massflow C2 [MASSFLOW_ml/min];massflow C3 [MASSFLOW_ml/min];massflow C4 [MASSFLOW_ml/min];massflow C5 [MASSFLOW_ml/min];massflow C6 [MASSFLOW_ml/min];massflow D1 [MASSFLOW_ml/min];massflow D2 [MASSFLOW_ml/min];massflow D3 [MASSFLOW_ml/min];massflow D4 [MASSFLOW_ml/min];massflow D5 [MASSFLOW_ml/min];massflow D6 [MASSFLOW_ml/min];massflow clean air [MASSFLOW_ml/min];massflow reactor [MASSFLOW_ml/min];total mass flow [MASSFLOW_l/h];differential pressure inlet [PRESSURE_MBAR];differential pressure reactor [PRESSURE_MBAR];differential pressure prefill [PRESSURE_MBAR];temperature A1 [°C];temperature A2 [°C];temperature B1 [°C];temperature B2 [°C];temperature C1 [°C];temperature C2 [°C];temperature cabinet [°C];temperature inlet [°C];temperature reactor [°C];temperature tube [°C];active error;active warning;
Tue Sep 29 12:28:39 CEST 2015;29/09/2015 12:28:38;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.8111;true;1000.1467;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.1039;true;999.9085;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.6493;38.23255;86.02607;100.427864;99.80438;99.97161;0.0;587.21265;740.9314;99.97038;99.96795;100.02654;99.911476;0.0;835.8593;100.13519;99.87915;99.841286;100.108955;0.0;360.97897;835.94495;930.88776;949.9338;37.99893;0.0;18.999924;1021.35535;653.9766;1030.6082;49.998474;1.474044;1.9226661;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:28:49 CEST 2015;29/09/2015 12:28:48;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.22595;true;1000.2137;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.0731;true;1000.17084;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.87823;38.320488;85.97515;99.26117;97.76089;100.04057;0.0;549.20074;569.9364;99.73937;99.98322;100.01712;99.83277;0.0;759.83673;100.10436;99.68844;100.11596;100.012215;0.0;436.96252;740.94946;949.8851;949.93854;0.0;0.0;37.999847;1011.08594;653.4989;1030.6283;49.998474;1.4191107;2.0050662;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:28:59 CEST 2015;29/09/2015 12:28:58;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.0185;true;999.99384;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.05493;true;999.9391;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.87102;38.306736;83.34872;100.05771;98.65751;100.120544;0.0;644.2152;512.95825;99.97649;99.87;100.16235;99.91913;0.0;854.87946;99.68477;99.96063;99.714676;100.289925;0.0;322.97827;854.9408;949.8808;949.92773;0.0;0.0;18.999924;1003.63934;649.0387;1029.4656;49.998474;1.4343699;1.9104587;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:29:09 CEST 2015;29/09/2015 12:29:08;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.1893;true;1000.0733;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.04877;true;1000.40295;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.72312;38.35613;84.11906;100.52215;99.35241;98.58092;0.0;587.22595;569.95526;99.869705;100.00428;99.866936;100.01771;0.0;911.87256;99.87336;100.232254;100.12514;100.14467;0.0;265.9828;892.9437;949.8758;949.92694;0.0;0.0;0.0;1008.1867;649.44;1028.7826;49.998474;1.4099551;1.8982513;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:29:19 CEST 2015;29/09/2015 12:29:18;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9698;true;999.9512;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.06085;true;999.9573;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.726204;38.377666;86.06318;100.15075;100.343925;99.92706;0.0;511.22842;512.9559;100.0284;99.79401;99.99786;99.952995;0.0;721.858;100.106834;99.88739;100.072;99.88769;0.0;284.97992;854.9414;930.8881;949.93024;18.998703;0.0;18.999924;1020.6307;653.11145;1029.147;49.998474;1.4374218;1.9226661;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:29:29 CEST 2015;29/09/2015 12:29:28;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.07947;true;999.9634;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9818;true;1000.1649;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.058334;38.457623;85.9899;99.7946;100.25665;99.33227;0.0;663.195;683.94354;100.06472;100.16693;100.155365;100.07142;0.0;835.86755;99.82181;100.17819;100.29999;99.902664;0.0;322.96478;816.94446;949.8845;949.93085;18.999008;0.0;18.999924;1013.25275;654.3336;1030.6375;49.998474;1.5381329;1.8738365;36.7;36.4;35.5;35.2;34.4;34.3;37.7;26.4;36.6;37.8;false;false;
Tue Sep 29 12:29:39 CEST 2015;29/09/2015 12:29:38;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.14044;true;999.95123;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9816;true;1000.00616;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.95225;38.41381;83.68274;99.476006;99.85778;100.35065;0.0;720.1763;607.94446;99.90328;100.17031;99.80163;99.75981;0.0;759.81946;99.767166;100.00275;100.02075;100.45288;0.0;455.96274;778.9501;949.88806;949.9313;0.0;0.0;0.0;1002.69324;651.36725;1030.707;49.998474;1.474044;1.8707846;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:29:49 CEST 2015;29/09/2015 12:29:48;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.11;true;999.82935;true;0.0;false;0.0;false;0.0;false;0.0;false;999.94525;true;1000.1711;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.58496;38.42305;84.23277;101.229904;101.00649;100.73213;0.0;644.21234;664.9483;99.92525;100.074455;100.010994;100.00733;0.0;816.86304;100.45717;100.15931;99.99603;100.06348;0.0;436.97107;797.94727;949.8873;949.9325;0.0;0.0;18.999924;1005.95105;649.18353;1029.9014;49.998474;1.5320292;1.9409772;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:29:59 CEST 2015;29/09/2015 12:29:58;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.0795;true;1000.0609;true;0.0;false;0.0;false;0.0;false;0.0;false;999.89;true;1000.14044;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.02355;38.392296;86.72834;99.45648;99.44699;99.030136;0.0;682.2071;721.94147;99.97193;100.25269;100.06256;99.89534;0.0;835.84735;100.19288;100.0702;99.959724;100.11688;0.0;360.9763;873.9411;949.8854;949.9363;37.998016;0.0;0.0;1016.9149;650.4396;1030.2657;49.998474;1.4709922;1.9104587;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:30:09 CEST 2015;29/09/2015 12:30:08;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9023;true;1000.13446;true;0.0;false;0.0;false;0.0;false;0.0;false;999.99994;true;1000.3298;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.749886;38.437332;85.616394;100.85512;100.81331;99.841896;0.0;606.21735;721.93677;99.78454;99.930115;100.037224;99.954216;0.0;816.8624;99.54375;99.75131;99.91913;100.12846;0.0;303.98135;873.94257;949.8847;949.9353;0.0;0.0;0.0;1017.5863;653.4029;1030.0424;49.998474;1.5686514;1.8982513;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:30:19 CEST 2015;29/09/2015 12:30:18;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.0428;true;1000.0181;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9695;true;1000.01843;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.78255;38.438705;83.52715;99.60203;98.29129;99.32858;0.0;777.20337;721.94147;100.02259;100.13734;99.93346;100.06715;0.0;797.8365;99.60724;100.17669;100.16664;99.733574;0.0;360.98114;873.94244;930.8873;949.93304;18.998703;0.0;56.99977;1001.7931;652.5803;1029.2916;49.998474;1.4343699;1.904355;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:30:29 CEST 2015;29/09/2015 12:30:28;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9208;true;999.7863;true;0.0;false;0.0;false;0.0;false;0.0;false;999.95734;true;999.8536;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.88334;38.448837;84.726654;99.668884;99.103966;101.731926;0.0;606.2078;588.9525;100.023186;99.57733;99.83704;99.732666;0.0;740.84265;99.90847;99.987785;99.5218;99.815384;0.0;303.98044;835.9459;949.88196;949.92834;0.0;0.0;18.999924;1002.83057;651.9592;1028.7039;49.998474;1.495407;1.9074068;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:30:39 CEST 2015;29/09/2015 12:30:38;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.05505;true;1000.01843;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.07336;true;1000.1832;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.22669;38.44048;86.56799;99.46624;99.126884;100.00122;0.0;606.2135;531.9542;100.070496;99.80835;100.18892;99.81535;0.0;759.8633;100.14526;100.14252;99.932884;100.19318;0.0;303.97467;778.94916;949.8768;949.93146;0.0;0.0;0.0;1010.3153;651.1048;1029.8208;49.998474;1.4465773;1.9623401;36.7;36.4;35.5;35.2;34.4;34.3;37.7;26.4;36.6;37.8;false;false;
Tue Sep 29 12:30:49 CEST 2015;29/09/2015 12:30:48;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.1099;true;999.96954;true;0.0;false;0.0;false;0.0;false;0.0;false;999.97577;true;1000.0123;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.1705;38.449608;84.89127;100.6195;101.47371;99.635;0.0;587.22156;645.944;100.34821;100.14006;100.098885;100.17703;0.0;778.8611;100.37508;99.78607;100.12025;100.22523;0.0;398.9742;816.9431;949.8836;949.9327;0.0;0.0;18.999924;1020.1117;649.7954;1029.9069;49.998474;1.4893032;1.8921475;36.7;36.4;35.5;35.2;34.4;34.3;37.7;26.4;36.6;37.8;false;false;
Tue Sep 29 12:30:59 CEST 2015;29/09/2015 12:30:58;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.1832;true;1000.02466;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.0183;true;1000.1342;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.19081;38.563915;83.39106;99.11437;100.38057;99.787575;0.0;682.18726;626.9535;99.84528;99.6692;99.924;100.14952;0.0;854.8561;99.83886;99.711;99.85504;99.75158;0.0;417.96902;835.9431;949.87146;949.933;0.0;0.0;0.0;1007.645;650.2244;1029.0188;49.998474;1.4831996;1.8890958;36.7;36.4;35.5;35.2;34.4;34.3;37.7;26.4;36.6;37.8;false;false;
Tue Sep 29 12:31:09 CEST 2015;29/09/2015 12:31:08;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.2075;true;999.96924;true;0.0;false;0.0;false;0.0;false;0.0;false;999.97565;true;999.81696;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.09794;38.515633;85.590225;100.521866;99.94294;99.57763;0.0;777.15955;759.9194;99.9704;100.08668;100.255135;100.405876;0.0;816.84717;100.25939;100.0766;100.14039;100.1413;0.0;512.96185;740.95276;949.8786;949.9297;0.0;0.0;18.999924;1008.2477;654.30774;1028.4327;49.998474;1.5198218;1.904355;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:31:19 CEST 2015;29/09/2015 12:31:18;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.70087;true;999.9816;true;0.0;false;0.0;false;0.0;false;0.0;false;999.96954;true;1000.03674;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.027916;38.55157;86.10553;100.440674;100.0833;99.16106;0.0;625.20667;683.93713;100.104675;100.03387;100.213005;100.010994;0.0;873.864;100.17516;100.12636;99.97468;100.091576;0.0;360.97778;835.94476;949.88586;949.9389;18.999313;0.0;0.0;1012.0548;653.3662;1029.6908;49.998474;1.4893032;1.9775994;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:31:29 CEST 2015;29/09/2015 12:31:28;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.89026;true;1000.1892;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.1527;true;999.8903;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.10515;38.597435;84.04339;98.41916;100.590225;100.86425;0.0;739.19635;740.9296;99.98689;99.786064;99.99087;100.165726;0.0;911.86487;99.73604;100.27498;99.98719;100.07475;0.0;455.97464;835.9465;949.8833;949.9297;0.0;0.0;0.0;1009.81934;649.57275;1029.103;49.998474;1.3794366;1.8921475;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:31:39 CEST 2015;29/09/2015 12:31:38;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.1037;true;1000.08545;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9389;true;1000.1711;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.67964;38.634132;84.72331;99.30998;102.10665;100.01251;0.0;758.1929;626.93774;99.92006;99.80988;100.0296;100.240486;0.0;778.8678;100.19381;100.00185;99.68721;100.04363;0.0;436.9729;778.9506;949.8825;949.9325;0.0;0.0;0.0;1012.978;648.5748;1029.1342;49.998474;1.5228736;1.8890958;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:31:49 CEST 2015;29/09/2015 12:31:48;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.1161;true;999.93286;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9757;true;999.9938;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.85293;38.619278;86.50568;101.141075;99.27671;100.01495;0.0;701.22156;531.9514;99.86084;99.98171;99.95481;99.99236;0.0;892.8599;99.94356;100.12391;99.93835;99.92371;0.0;246.98407;873.9441;949.8787;949.93634;0.0;0.0;0.0;1009.682;652.173;1028.5409;49.998474;1.5076144;1.8738365;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:31:59 CEST 2015;29/09/2015 12:31:58;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.8536;true;999.9879;true;0.0;false;0.0;false;0.0;false;0.0;false;999.8719;true;1000.0123;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.72801;38.60194;84.815155;100.31678;100.56487;99.7641;0.0;663.21234;550.9554;99.87458;100.204796;100.187386;100.066536;0.0;797.86017;100.09707;99.7467;100.37049;100.05311;0.0;417.98517;873.945;949.8837;949.93384;0.0;0.0;18.999924;1003.69275;653.13434;1029.3612;49.998474;1.4801477;1.882992;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:32:09 CEST 2015;29/09/2015 12:32:08;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.05493;true;999.7863;true;0.0;false;0.0;false;0.0;false;0.0;false;999.95135;true;999.96954;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.98154;38.643787;83.71366;99.358795;99.04021;100.71105;0.0;587.20856;493.94424;99.87305;100.513626;99.913025;99.99115;0.0;740.8876;100.1129;100.5283;99.8236;100.08574;0.0;303.9759;854.94055;930.8795;949.9282;18.998093;0.0;18.999924;1009.03357;651.9318;1027.347;49.998474;1.5198218;1.9165624;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:32:19 CEST 2015;29/09/2015 12:32:18;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.02454;true;1000.1342;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.13446;true;1000.11615;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.827866;38.66956;85.70822;99.66705;99.18303;100.28687;0.0;701.2258;588.94635;99.81537;99.776306;99.889206;99.98351;0.0;911.8656;99.96123;100.191055;100.13123;100.044876;0.0;322.98282;873.9407;949.88336;949.94366;0.0;0.0;18.999924;1019.9668;650.17084;1028.2845;49.998474;1.5289773;1.9318217;36.7;36.4;35.5;35.2;34.4;34.3;37.7;26.4;36.6;37.8;false;false;
Tue Sep 29 12:32:29 CEST 2015;29/09/2015 12:32:28;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.89014;true;999.88416;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.05475;true;999.75;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.7793;38.653633;85.972305;100.062546;100.86945;101.365685;0.0;682.1976;683.92896;99.950554;100.01833;99.775986;99.789444;0.0;911.8396;100.01462;99.79249;99.8349;100.17914;0.0;379.98047;873.94226;949.8803;949.9321;0.0;0.0;18.999924;1009.9491;649.1317;1029.6212;49.998474;1.6113772;1.8951994;36.7;36.4;35.5;35.2;34.4;34.3;37.7;26.4;36.6;37.8;false;false;
Tue Sep 29 12:32:39 CEST 2015;29/09/2015 12:32:38;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.1038;true;1000.0427;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.10376;true;999.91455;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.9127;38.716846;83.736984;98.83544;99.934685;99.695114;0.0;758.19696;645.93787;99.84744;100.189835;99.79645;100.05768;0.0;816.8643;100.14039;99.939896;100.115974;100.10161;0.0;360.97168;797.9429;949.88;949.93085;0.0;0.0;0.0;1002.56366;649.9772;1028.9987;49.998474;1.5167699;1.986755;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:32:49 CEST 2015;29/09/2015 12:32:48;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.81696;true;999.933;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.07306;true;999.9268;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.677025;38.698345;84.51491;100.31679;98.91875;100.34912;0.0;720.18695;664.9327;100.09734;100.12422;100.087296;99.89136;0.0;721.8528;99.62036;99.731445;100.0763;100.2762;0.0;417.96655;816.94727;949.88776;930.9324;0.0;0.0;0.0;1003.0672;652.42615;1029.526;49.998474;1.4496292;1.8646809;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.4;36.6;37.8;false;false;
Tue Sep 29 12:32:59 CEST 2015;29/09/2015 12:32:58;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9635;true;999.81696;true;0.0;false;0.0;false;0.0;false;0.0;false;999.83514;true;1000.14056;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.65845;38.682896;86.53803;100.206604;100.14984;100.11199;0.0;587.2261;569.9489;100.17947;100.03264;100.09002;100.000916;0.0;759.8766;100.14862;99.99146;100.07386;99.91151;0.0;398.97763;835.9447;949.8811;949.9309;0.0;0.0;37.999847;1019.1123;653.9796;1030.2566;49.998474;1.5106663;1.8707846;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.5;36.6;37.8;false;false;
Tue Sep 29 12:33:09 CEST 2015;29/09/2015 12:33:08;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.988;true;1000.1833;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.0732;true;1000.17096;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.14201;38.767925;85.45225;100.697044;99.527565;99.8477;0.0;625.22284;550.9541;99.724724;99.73662;100.024414;100.05616;0.0;835.8718;99.91881;99.87762;99.87091;99.88526;0.0;322.97485;797.95044;949.88837;949.93604;0.0;0.0;18.999924;1017.0674;651.93176;1030.3628;49.998474;1.5228736;1.9074068;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.5;36.6;37.8;false;false;
Tue Sep 29 12:33:19 CEST 2015;29/09/2015 12:33:18;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.03674;true;1000.0916;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.1161;true;1000.05505;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.20526;38.795;83.29067;99.80894;100.66072;99.99359;0.0;739.2114;531.94775;99.98169;99.84009;100.031715;100.04059;0.0;797.859;100.272224;99.83461;100.207214;100.012825;0.0;303.98138;892.94196;949.8846;930.9359;0.0;0.0;0.0;1004.5853;649.1119;1030.2328;49.998474;1.6052736;1.9196142;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.5;36.6;37.8;false;false;
Tue Sep 29 12:33:29 CEST 2015;29/09/2015 12:33:28;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.87805;true;999.8474;true;0.0;false;0.0;false;0.0;false;0.0;false;999.88403;true;999.81104;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.12538;38.722332;84.82656;100.24232;100.12545;101.32449;0.0;682.2109;550.9578;100.012215;99.939896;100.074455;99.99358;0.0;816.8558;100.09524;99.88037;99.831535;99.91548;0.0;360.97256;854.9441;949.88763;949.9394;0.0;0.0;18.999924;1003.3418;649.15466;1030.7968;49.998474;1.4648885;1.9104587;36.7;36.4;35.5;35.2;34.4;34.3;37.6;26.5;36.6;37.8;false;false;
