set auto mode enabled;false
set values;;highpower A1;;highpower A2;;highpower A3;;highpower A4;;highpower A5;;highpower A6;;highpower B1;;highpower B2;;highpower B3;;highpower B4;;highpower B5;;highpower B6;;highpower C1;;highpower C2;;highpower C3;;highpower C4;;highpower C5;;highpower C6;;highpower D1;;highpower D2;;highpower D3;;highpower D4;;highpower D5;;highpower D6;;humidity clean air;;humidity reactor;mf A1;mf A2;mf A3;mf A4;mf A5;mf A6;mf B1;mf B2;mf B3;mf B4;mf B5;mf B6;mf C1;mf C2;mf C3;mf C4;mf C5;mf C6;mf D1;mf D2;mf D3;mf D4;mf D5;mf D6;mf clean air;mf reactor;total mf amount;;;;temp cabinet;;;;temp reactor;;
;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;1000.0;;85.0;;85.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;1000.0;650.0;1030.0;;;;37.0;;;;38.0;;
Id;sDateTime;highpower A1 [VOLTAGE_V];highpower enabled A1;highpower A2 [VOLTAGE_V];highpower enabled A2;highpower A3 [VOLTAGE_V];highpower enabled A3;highpower A4 [VOLTAGE_V];highpower enabled A4;highpower A5 [VOLTAGE_V];highpower enabled A5;highpower A6 [VOLTAGE_V];highpower enabled A6;highpower B1 [VOLTAGE_V];highpower enabled B1;highpower B2 [VOLTAGE_V];highpower enabled B2;highpower B3 [VOLTAGE_V];highpower enabled B3;highpower B4 [VOLTAGE_V];highpower enabled B4;highpower B5 [VOLTAGE_V];highpower enabled B5;highpower B6;highpower enabled B6;highpower C1 [VOLTAGE_V];highpower enabled C1;highpower C2 [VOLTAGE_V];highpower enabled C2;highpower C3 [VOLTAGE_V];highpower enabled C3;highpower C4 [VOLTAGE_V];highpower enabled C4;highpower C5 [VOLTAGE_V];highpower enabled C5;highpower C6 [VOLTAGE_V];highpower enabled C6;highpower D1 [VOLTAGE_V];highpower enabled D1;highpower D2 [VOLTAGE_V];highpower enabled D2;highpower D3 [VOLTAGE_V];highpower enabled D3;highpower D4 [VOLTAGE_V];highpower enabled D4;highpower D5 [VOLTAGE_V];highpower enabled D5;highpower D6 [VOLTAGE_V];highpower enabled D6;humidity clean air [PERCENTRF];humidity inlet [PERCENTRF];humidity reactor [PERCENTRF];massflow A1 [MASSFLOW_ml/min];massflow A2 [MASSFLOW_ml/min];massflow A3 [MASSFLOW_ml/min];massflow A4 [MASSFLOW_ml/min];massflow A5 [MASSFLOW_ml/min];massflow A6 [MASSFLOW_ml/min];massflow B1 [MASSFLOW_ml/min];massflow B2 [MASSFLOW_ml/min];massflow B3 [MASSFLOW_ml/min];massflow B4 [MASSFLOW_ml/min];massflow B5 [MASSFLOW_ml/min];massflow B6 [MASSFLOW_ml/min];massflow C1 [MASSFLOW_ml/min];massflow C2 [MASSFLOW_ml/min];massflow C3 [MASSFLOW_ml/min];massflow C4 [MASSFLOW_ml/min];massflow C5 [MASSFLOW_ml/min];massflow C6 [MASSFLOW_ml/min];massflow D1 [MASSFLOW_ml/min];massflow D2 [MASSFLOW_ml/min];massflow D3 [MASSFLOW_ml/min];massflow D4 [MASSFLOW_ml/min];massflow D5 [MASSFLOW_ml/min];massflow D6 [MASSFLOW_ml/min];massflow clean air [MASSFLOW_ml/min];massflow reactor [MASSFLOW_ml/min];total mass flow [MASSFLOW_l/h];differential pressure inlet [PRESSURE_MBAR];differential pressure reactor [PRESSURE_MBAR];differential pressure prefill [PRESSURE_MBAR];temperature A1 [°C];temperature A2 [°C];temperature B1 [°C];temperature B2 [°C];temperature C1 [°C];temperature C2 [°C];temperature cabinet [°C];temperature inlet [°C];temperature reactor [°C];temperature tube [°C];active error;active warning;
Tue Sep 29 11:03:59 CEST 2015;29/09/2015 11:03:58;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.8475;true;999.9816;true;0.0;false;0.0;false;0.0;false;0.0;false;999.95734;true;999.9815;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.88152;39.941936;85.9961;100.119026;100.33203;100.8417;0.0;739.19025;569.95404;99.984436;100.01496;100.039665;99.99329;0.0;721.84937;100.047005;100.09612;100.3177;99.889206;0.0;303.9655;797.95;949.8897;949.93774;0.0;0.0;0.0;1016.4876;649.12415;1032.1865;49.998474;1.5991699;1.8738365;36.9;36.7;35.8;35.5;34.9;34.8;37.8;25.9;36.7;37.9;false;false;
Tue Sep 29 11:04:09 CEST 2015;29/09/2015 11:04:08;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.6703;true;1000.1951;true;0.0;false;0.0;false;0.0;false;0.0;false;999.97565;true;999.85345;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.011894;40.006348;85.71679;98.60471;99.96338;99.188515;0.0;682.20294;664.9479;99.911804;99.80651;99.95086;99.86604;0.0;816.85944;99.99969;100.13734;99.85689;100.14925;0.0;303.97922;854.947;949.8892;930.93616;0.0;0.0;37.999847;1005.9969;652.9955;1031.6335;49.998474;1.5289773;1.9074068;36.9;36.7;35.8;35.5;34.9;34.8;37.8;25.9;36.6;37.9;false;false;
Tue Sep 29 11:04:19 CEST 2015;29/09/2015 11:04:18;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.8964;true;1000.02435;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.12213;true;999.8045;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.8321;39.938988;83.368706;99.47998;100.31889;100.0836;0.0;739.1936;626.94104;99.92584;100.08179;99.98963;100.144035;0.0;816.86084;100.01587;100.22736;100.035095;100.22249;0.0;341.9654;816.9456;949.8842;949.9328;0.0;0.0;18.999924;1002.0448;652.1561;1030.914;49.998474;1.5472884;1.9074068;36.9;36.7;35.8;35.5;34.9;34.8;37.8;25.9;36.6;37.9;false;false;
Tue Sep 29 11:04:29 CEST 2015;29/09/2015 11:04:28;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.18915;true;1000.2929;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.21967;true;1000.0062;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.658005;39.927395;83.95061;100.866104;99.89474;100.294815;0.0;720.2177;607.93994;100.15503;100.0894;100.18555;100.04789;0.0;759.8599;100.26824;100.24141;100.18831;100.118095;0.0;341.97723;854.9422;949.8857;949.9305;0.0;0.0;0.0;1011.4216;650.90186;1029.2074;49.998474;1.474044;1.9379253;36.9;36.7;35.8;35.5;34.9;34.8;37.8;25.9;36.6;37.9;false;false;
Tue Sep 29 11:04:39 CEST 2015;29/09/2015 11:04:38;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9817;true;999.9208;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.0305;true;1000.0121;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.1977;39.95068;85.41513;99.00479;101.386444;100.517586;0.0;625.209;645.93854;100.033875;100.13765;100.073586;100.096146;0.0;873.85486;100.03968;100.27957;99.92921;100.129715;0.0;341.97238;816.94904;949.8884;949.9378;0.0;0.0;0.0;1012.7721;647.8439;1031.4083;49.998474;1.5076144;2.0233772;36.9;36.7;35.8;35.5;34.9;34.8;37.8;25.9;36.6;37.9;false;false;
Tue Sep 29 11:04:49 CEST 2015;29/09/2015 11:04:48;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.8963;true;1000.00616;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9695;true;1000.0489;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.041336;40.00495;86.30345;98.92396;100.705284;99.290764;0.0;644.224;607.94446;99.89991;100.09918;99.77905;99.89045;0.0;797.8791;99.773254;99.87702;99.81292;99.75404;0.0;341.98062;835.9445;930.8862;949.93677;18.999008;0.0;18.999924;1008.9725;649.13184;1030.4305;49.998474;1.7090366;1.9165624;36.9;36.7;35.8;35.5;34.9;34.8;37.8;25.9;36.6;37.9;false;false;
Tue Sep 29 11:04:59 CEST 2015;29/09/2015 11:04:58;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.6277;true;1000.08545;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.116;true;1000.10376;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.13823;39.978516;84.3717;99.20745;98.52292;98.73961;0.0;701.1877;664.9292;99.92553;99.71253;99.95786;99.90112;0.0;797.8384;99.83552;99.8764;99.85199;99.616394;0.0;493.96814;778.95123;949.8869;949.9308;0.0;0.0;18.999924;996.3836;652.11035;1028.8192;49.998474;1.3580737;1.9287698;36.9;36.7;35.8;35.5;34.9;34.8;37.8;25.9;36.6;37.9;false;false;
Tue Sep 29 11:05:09 CEST 2015;29/09/2015 11:05:08;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.89;true;1000.2623;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.05524;true;1000.1282;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.60289;39.97181;83.79883;101.34556;100.88807;100.13916;0.0;511.2214;588.94116;99.63867;99.7525;100.03539;99.9759;0.0;949.8491;100.10256;99.91393;99.78212;100.094025;0.0;246.97336;816.94586;949.8897;949.93536;0.0;0.0;0.0;1006.6073;652.4339;1029.0573;49.998474;1.4038514;1.8982513;36.9;36.7;35.8;35.5;34.9;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:05:19 CEST 2015;29/09/2015 11:05:18;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9085;true;1000.02466;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.0123;true;1000.1039;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.9741;40.009975;85.67349;99.432686;99.98322;100.43824;0.0;701.20483;683.94165;99.89044;99.802864;99.84376;100.01956;0.0;835.8815;99.978645;100.11109;100.017426;100.07996;0.0;398.96695;797.9459;949.88947;949.9333;0.0;0.0;0.0;1018.9674;651.8555;1029.5498;49.998474;1.4801477;1.8951994;36.9;36.7;35.8;35.5;34.9;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:05:29 CEST 2015;29/09/2015 11:05:28;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.00616;true;999.8656;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9208;true;1000.10376;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.300735;39.986984;86.1807;100.24598;101.1026;100.580765;0.0;682.2033;645.93;99.85412;99.87094;99.779655;99.94171;0.0;854.83826;99.848045;100.2664;99.978645;100.085144;0.0;474.97577;797.9528;949.8917;949.93945;0.0;0.0;0.0;1010.59766;648.7716;1029.2568;49.998474;1.5289773;1.9074068;36.9;36.7;35.8;35.5;34.9;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:05:39 CEST 2015;29/09/2015 11:05:38;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9573;true;1000.1343;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9634;true;1000.2138;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.68636;40.031807;84.080025;100.02685;100.38208;100.228874;0.0;587.2037;626.9584;100.09096;100.06044;99.935905;99.97375;0.0;835.8685;100.03297;100.37078;100.21059;100.25666;0.0;379.9774;816.9456;949.8839;949.92914;0.0;0.0;0.0;997.1237;647.8057;1028.7917;49.998474;1.4984589;1.8951994;36.9;36.7;35.8;35.5;34.9;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:05:49 CEST 2015;29/09/2015 11:05:48;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.02454;true;1000.02454;true;0.0;false;0.0;false;0.0;false;0.0;false;999.87195;true;1000.25616;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.174576;40.045116;83.5224;100.87252;100.33297;100.45779;0.0;625.1923;626.9322;100.09155;99.95392;99.871544;100.26461;0.0;664.8236;99.95392;100.0696;99.887726;99.848946;0.0;398.96848;816.95233;949.88794;949.9344;0.0;0.0;18.999924;999.55743;649.1317;1028.0612;49.998474;1.5045625;1.904355;36.9;36.7;35.8;35.5;34.8;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:05:59 CEST 2015;29/09/2015 11:05:58;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9573;true;999.9208;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9573;true;999.8353;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.09835;40.07831;85.46367;100.14037;100.81361;98.78389;0.0;587.2302;512.9503;99.92369;100.24874;99.94173;100.104065;0.0;835.89343;100.13031;100.30671;100.15291;100.15412;0.0;303.98288;892.93884;949.885;949.93646;0.0;0.0;0.0;1007.0804;651.5656;1028.8448;49.998474;1.5594958;1.8982513;36.9;36.7;35.8;35.5;34.8;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:06:09 CEST 2015;29/09/2015 11:06:08;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9695;true;1000.0245;true;0.0;false;0.0;false;0.0;false;0.0;false;999.97577;true;1000.1099;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.352234;40.017014;86.458565;100.01495;99.92462;100.91705;0.0;701.20044;645.93616;100.1175;99.90478;99.887695;100.144035;0.0;759.85046;100.11812;100.17334;100.08576;99.89991;0.0;379.97348;854.94763;949.8976;949.9387;0.0;0.0;18.999924;1016.8615;651.67096;1031.0696;49.998474;1.5106663;1.9135106;36.9;36.7;35.8;35.5;34.8;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:06:19 CEST 2015;29/09/2015 11:06:18;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.97577;true;999.95734;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.0122;true;999.9207;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.015114;40.077682;84.296524;99.88127;99.790955;100.587166;0.0;644.21454;607.9493;100.03204;100.065895;99.9173;100.039375;0.0;854.87213;99.7867;100.15167;99.727165;99.88679;0.0;284.9854;930.93774;949.8882;949.9316;0.0;0.0;0.0;1000.0916;648.2925;1030.1815;49.998474;1.4893032;1.8921475;36.9;36.7;35.8;35.5;34.8;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:06:29 CEST 2015;29/09/2015 11:06:28;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.11615;true;1000.03046;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.16486;true;1000.08545;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.79001;40.077198;83.62755;100.65277;99.49951;100.546875;0.0;606.2156;607.9456;100.27039;99.78118;100.2176;100.06621;0.0;930.8561;100.27772;100.23349;99.85382;100.076004;0.0;379.9731;835.9458;949.8907;949.94006;0.0;0.0;18.999924;999.9162;647.766;1029.8007;49.998474;1.3641773;1.904355;36.9;36.7;35.8;35.5;34.8;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:06:39 CEST 2015;29/09/2015 11:06:38;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.1833;true;999.9634;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9392;true;999.9572;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.043625;40.15048;85.29427;99.58555;100.3003;100.052795;0.0;587.218;569.95294;99.95545;99.83185;99.830345;99.847725;0.0;759.8529;99.76044;99.33992;99.702736;99.66584;0.0;303.98135;911.94305;949.8871;949.94525;18.998398;0.0;18.999924;1005.57715;651.4176;1030.7638;49.998474;1.638844;1.9074068;36.9;36.7;35.8;35.5;34.8;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:06:49 CEST 2015;29/09/2015 11:06:48;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.1099;true;999.9451;true;0.0;false;0.0;false;0.0;false;0.0;false;999.8352;true;999.96967;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.8746;40.113472;86.66315;101.06812;101.0785;100.76049;0.0;606.22736;664.95123;100.03846;99.92464;100.1709;100.12422;0.0;873.846;100.05768;100.017395;100.115974;100.05158;0.0;398.97824;892.94305;949.8898;949.9332;0.0;0.0;0.0;1018.7765;653.3326;1031.575;49.998474;1.4801477;1.9135106;36.9;36.7;35.8;35.5;34.8;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:06:59 CEST 2015;29/09/2015 11:06:58;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.0976;true;1000.1038;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.055;true;1000.1771;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.05403;40.127197;84.75328;99.12872;99.68078;99.26818;0.0;644.2133;550.938;99.85872;99.65182;99.550804;99.99299;0.0;911.8686;99.65272;99.855354;99.78484;99.77721;0.0;360.97293;835.9473;949.8899;949.9397;0.0;0.0;56.99977;1000.3281;649.7849;1032.0767;49.998474;1.5076144;1.8982513;36.9;36.7;35.8;35.5;34.8;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:07:09 CEST 2015;29/09/2015 11:07:08;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.96344;true;999.9267;true;0.0;false;0.0;false;0.0;false;0.0;false;999.93915;true;999.8658;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.95356;40.14637;83.86831;101.333626;100.63994;100.5896;0.0;682.2;588.9515;99.93285;99.877045;100.26338;99.89686;0.0;778.86774;100.290245;99.8645;100.00062;100.03907;0.0;379.9789;835.94946;949.889;949.9319;0.0;0.0;18.999924;998.44366;648.1964;1031.0824;49.998474;1.495407;1.9135106;36.9;36.7;35.8;35.5;34.8;34.7;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:07:19 CEST 2015;29/09/2015 11:07:18;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.8169;true;999.835;true;0.0;false;0.0;false;0.0;false;0.0;false;999.89014;true;999.70703;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.45602;40.20348;85.266205;100.16388;99.68872;99.83581;0.0;701.22095;645.9455;100.15382;100.19472;99.90967;100.098274;0.0;854.87054;100.15136;100.17332;100.141;99.72931;0.0;303.9835;873.9456;949.88776;949.93304;0.0;0.0;37.999847;1005.40173;647.61804;1031.8258;49.998474;1.5137181;1.8860439;36.9;36.7;35.8;35.5;34.8;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:07:29 CEST 2015;29/09/2015 11:07:28;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9942;true;999.76196;true;0.0;false;0.0;false;0.0;false;0.0;false;999.87805;true;1000.0183;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.014626;40.218952;86.96909;100.012215;100.27069;100.97961;0.0;606.21185;664.9436;99.99572;100.21025;100.08239;99.99756;0.0;911.8459;100.087585;100.06594;99.98473;100.13122;0.0;398.96753;740.9536;949.89404;949.9339;0.0;0.0;18.999924;1017.5711;652.3087;1032.1462;49.998474;1.6449476;2.0386364;36.9;36.7;35.8;35.5;34.8;34.7;37.8;25.8;36.6;37.8;false;false;
Tue Sep 29 11:07:39 CEST 2015;29/09/2015 11:07:38;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.6887;true;999.96967;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9267;true;1000.14655;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.20899;40.21171;84.87081;100.25513;98.85831;100.37841;0.0;682.18787;664.9442;99.97865;100.405304;99.82726;99.768684;0.0;835.8532;100.09919;99.67438;99.94537;99.7995;0.0;398.96448;740.94904;949.88696;949.9328;0.0;0.0;37.999847;1005.2721;651.7411;1031.6921;49.998474;1.474044;1.9165624;36.9;36.7;35.8;35.5;34.8;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:07:49 CEST 2015;29/09/2015 11:07:48;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.0307;true;1000.0245;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.0307;true;999.97546;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.71204;40.236813;83.63753;99.48548;99.99727;98.89402;0.0;625.21155;531.9643;99.952705;100.09431;100.05586;99.89473;0.0;740.8622;100.19563;100.17458;100.25513;99.92004;0.0;341.97543;816.94257;949.8935;930.9416;18.998703;0.0;0.0;995.7428;649.0051;1030.0991;49.998474;1.5045625;1.9440291;36.9;36.7;35.8;35.5;34.8;34.7;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:07:59 CEST 2015;29/09/2015 11:07:58;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.8719;true;1000.04266;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.00586;true;999.8843;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.35901;40.242683;84.964066;101.76211;100.04275;100.33969;0.0;663.21564;645.94916;100.14802;100.1535;100.10439;100.06135;0.0;797.8576;100.24048;100.10499;100.032364;99.85442;0.0;341.98;873.94476;930.8886;949.9328;18.998703;0.0;0.0;1002.3957;646.9085;1031.0348;49.998474;1.5137181;1.8890958;36.9;36.7;35.8;35.5;34.8;34.8;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:08:09 CEST 2015;29/09/2015 11:08:08;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9819;true;1000.13403;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.049;true;999.9755;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.63713;40.29508;87.03524;99.46622;98.68251;99.447624;0.0;701.1959;550.92755;99.89138;99.82115;100.151085;100.057655;0.0;835.8694;99.86695;99.7876;100.109245;100.06774;0.0;474.96423;759.95447;949.88696;949.93677;0.0;0.0;37.999847;1013.5809;648.7411;1030.7876;49.998474;1.5289773;1.9135106;36.9;36.7;35.8;35.5;34.8;34.7;37.8;25.8;36.6;37.8;false;false;
Tue Sep 29 11:08:19 CEST 2015;29/09/2015 11:08:18;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.9695;true;1000.0364;true;0.0;false;0.0;false;0.0;false;0.0;false;999.97546;true;1000.3173;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.22527;40.28187;85.28048;100.4843;99.72566;99.641106;0.0;644.21423;702.9361;100.15444;100.27863;100.24751;100.30274;0.0;835.8815;100.04823;100.10865;100.091866;100.28598;0.0;284.9741;854.9503;949.891;930.9394;18.998398;0.0;0.0;1016.8463;651.4191;1031.0018;49.998474;1.5808588;1.8921475;36.9;36.7;35.8;35.5;34.8;34.7;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:08:29 CEST 2015;29/09/2015 11:08:28;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;1000.3357;true;999.91455;true;0.0;false;0.0;false;0.0;false;0.0;false;1000.0061;true;999.97577;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.14635;40.352478;83.26355;100.24751;100.83894;100.35156;0.0;663.1956;645.94775;99.904785;100.20721;100.15382;99.896545;0.0;797.84283;99.94507;99.8691;100.18892;100.05096;0.0;455.96274;740.9534;949.88367;949.9321;0.0;0.0;0.0;1000.992;651.5061;1030.1321;49.998474;1.5320292;1.9531846;36.9;36.7;35.8;35.5;34.8;34.7;37.8;25.9;36.6;37.8;false;false;
Tue Sep 29 11:08:39 CEST 2015;29/09/2015 11:08:38;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.7498;true;1000.1832;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9635;true;1000.1036;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;84.774925;40.37634;84.92172;99.75648;99.34388;100.48127;0.0;644.2119;664.9476;99.84406;99.98658;99.70338;100.111374;0.0;835.8551;99.72992;100.17241;100.36959;99.62735;0.0;360.97925;816.9517;949.88947;949.9358;0.0;0.0;0.0;997.7493;650.35394;1029.8062;49.998474;1.4679403;1.9165624;36.9;36.7;35.8;35.5;34.8;34.7;37.8;25.8;36.6;37.8;false;false;
Tue Sep 29 11:08:49 CEST 2015;29/09/2015 11:08:48;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;999.872;true;999.81085;true;0.0;false;0.0;false;0.0;false;0.0;false;999.9023;true;999.79877;true;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;0.0;false;85.377174;40.375427;86.8611;100.33326;100.1004;100.321045;0.0;587.22174;512.958;100.0461;99.868164;99.9408;99.96492;0.0;835.8761;100.03602;100.018906;99.9353;99.99786;0.0;246.97948;835.94366;949.88654;949.93524;0.0;0.0;18.999924;1013.2604;648.31995;1030.6063;49.998474;1.5411848;1.8951994;36.9;36.7;35.8;35.5;34.8;34.7;37.8;25.9;36.6;37.8;false;false;
